,datetime,power_consumption,power_clust
0,2023-03-01 00:00:00,-2.109727030148696,1
1,2023-03-01 00:01:00,-0.1487050781964525,1
2,2023-03-01 00:02:00,0.3524455950353893,1
3,2023-03-01 00:03:00,-4.611647932181589,1
4,2023-03-01 00:04:00,-0.4209207644139443,1
5,2023-03-01 00:05:00,1.0443223320333803,1
6,2023-03-01 00:06:00,4.192197506974644,1
7,2023-03-01 00:07:00,3.1895117446505488,1
8,2023-03-01 00:08:00,-1.425814073606417,1
9,2023-03-01 00:09:00,1.7671894182751755,1
10,2023-03-01 00:10:00,3.161220557049189,1
11,2023-03-01 00:11:00,2.1031194715077675,1
12,2023-03-01 00:12:00,-0.4689700712312312,1
13,2023-03-01 00:13:00,2.999031337523678,1
14,2023-03-01 00:14:00,3.808564598031545,1
15,2023-03-01 00:15:00,2.6360047999963285,1
16,2023-03-01 00:16:00,1.241031728375889,1
17,2023-03-01 00:17:00,4.128307035276759,1
18,2023-03-01 00:18:00,3.9886265362800817,1
19,2023-03-01 00:19:00,3.02093493281577,1
20,2023-03-01 00:20:00,0.8469660973893509,1
21,2023-03-01 00:21:00,4.524286595078298,1
22,2023-03-01 00:22:00,-0.4837519440209084,1
23,2023-03-01 00:23:00,2.046016916360472,1
24,2023-03-01 00:24:00,4.641795812273653,1
25,2023-03-01 00:25:00,-2.6058904948521047,1
26,2023-03-01 00:26:00,-1.4653585658763877,1
27,2023-03-01 00:27:00,-2.962559489492802,1
28,2023-03-01 00:28:00,-4.522107755585286,1
29,2023-03-01 00:29:00,3.874461602824757,1
30,2023-03-01 00:30:00,1.9493978426438288,1
31,2023-03-01 00:31:00,-3.744917532434574,1
32,2023-03-01 00:32:00,-3.4503154858731424,1
33,2023-03-01 00:33:00,-1.841784653146592,1
34,2023-03-01 00:34:00,3.874312040562426,1
35,2023-03-01 00:35:00,1.2618651590593597,1
36,2023-03-01 00:36:00,-1.8009163920859117,1
37,2023-03-01 00:37:00,-2.470988114194893,1
38,2023-03-01 00:38:00,1.139199906521938,1
39,2023-03-01 00:39:00,-0.0295467715754664,1
40,2023-03-01 00:40:00,-1.5627016309607242,1
41,2023-03-01 00:41:00,1.47267242835696,1
42,2023-03-01 00:42:00,-0.2188998143186342,1
43,2023-03-01 00:43:00,2.054688961245831,1
44,2023-03-01 00:44:00,0.8694568721695495,1
45,2023-03-01 00:45:00,4.40487637484593,1
46,2023-03-01 00:46:00,-0.2220031943213909,1
47,2023-03-01 00:47:00,3.4570765894153226,1
48,2023-03-01 00:48:00,-1.0978423369123282,1
49,2023-03-01 00:49:00,1.385582460587731,1
50,2023-03-01 00:50:00,1.945364332715116,1
51,2023-03-01 00:51:00,-4.014977597995078,1
52,2023-03-01 00:52:00,4.031147285398889,1
53,2023-03-01 00:53:00,1.0218167029741263,1
54,2023-03-01 00:54:00,-2.71191426842321,1
55,2023-03-01 00:55:00,-1.8704415597651411,1
56,2023-03-01 00:56:00,2.116916339019421,1
57,2023-03-01 00:57:00,-0.5335114268490031,1
58,2023-03-01 00:58:00,1.980821608848484,1
59,2023-03-01 00:59:00,-1.2165662438164713,1
60,2023-03-01 01:00:00,-3.782469109032257,1
61,2023-03-01 01:01:00,0.2638776991685141,1
62,2023-03-01 01:02:00,3.4976184909372723,1
63,2023-03-01 01:03:00,-0.8397364208839804,1
64,2023-03-01 01:04:00,3.562762472722232,1
65,2023-03-01 01:05:00,0.1800833326719795,1
66,2023-03-01 01:06:00,-4.385272944470923,1
67,2023-03-01 01:07:00,4.140856459477897,1
68,2023-03-01 01:08:00,-1.5095308179695022,1
69,2023-03-01 01:09:00,-0.7848570046777406,1
70,2023-03-01 01:10:00,-1.5720381639588288,1
71,2023-03-01 01:11:00,0.9395702958492222,1
72,2023-03-01 01:12:00,2.1384057317456087,1
73,2023-03-01 01:13:00,0.8826052619118361,1
74,2023-03-01 01:14:00,-4.535884844222494,1
75,2023-03-01 01:15:00,-3.191964607169947,1
76,2023-03-01 01:16:00,-3.247120747616319,1
77,2023-03-01 01:17:00,-0.903578711106654,1
78,2023-03-01 01:18:00,-3.780664892354941,1
79,2023-03-01 01:19:00,-4.594161895791695,1
80,2023-03-01 01:20:00,3.7553845024253834,1
81,2023-03-01 01:21:00,-4.955085231202336,1
82,2023-03-01 01:22:00,-3.935928981415324,1
83,2023-03-01 01:23:00,-1.3160409002391962,1
84,2023-03-01 01:24:00,3.08748128816888,1
85,2023-03-01 01:25:00,2.9344338944905743,1
86,2023-03-01 01:26:00,2.795678336491769,1
87,2023-03-01 01:27:00,-0.6195662840125831,1
88,2023-03-01 01:28:00,4.742039016050455,1
89,2023-03-01 01:29:00,-1.7012939244463587,1
90,2023-03-01 01:30:00,-3.7945569921719855,1
91,2023-03-01 01:31:00,3.012280965225413,1
92,2023-03-01 01:32:00,4.125438743270378,1
93,2023-03-01 01:33:00,-0.7422978592994216,1
94,2023-03-01 01:34:00,-0.8605191423623726,1
95,2023-03-01 01:35:00,-0.4165955516642423,1
96,2023-03-01 01:36:00,3.7189476700101824,1
97,2023-03-01 01:37:00,-1.6770799008341584,1
98,2023-03-01 01:38:00,0.4185396182000689,1
99,2023-03-01 01:39:00,4.330387941530722,1
100,2023-03-01 01:40:00,2.3521878444929616,1
101,2023-03-01 01:41:00,0.3007682459829759,1
102,2023-03-01 01:42:00,-2.3081546417133336,1
103,2023-03-01 01:43:00,1.722477516413166,1
104,2023-03-01 01:44:00,-0.6323670934541612,1
105,2023-03-01 01:45:00,-3.4879471929964234,1
106,2023-03-01 01:46:00,-3.2741171240752887,1
107,2023-03-01 01:47:00,1.2909905489185949,1
108,2023-03-01 01:48:00,-0.8614075965219641,1
109,2023-03-01 01:49:00,1.4733122557283362,1
110,2023-03-01 01:50:00,0.8296142958277208,1
