,datetime,power_consumption,power_clust
0,2023-03-01 00:00:00,-2.109727030148696,2
1,2023-03-01 00:01:00,-0.1487050781964525,2
2,2023-03-01 00:02:00,0.3524455950353893,2
3,2023-03-01 00:03:00,-4.611647932181589,2
4,2023-03-01 00:04:00,-0.4209207644139443,2
5,2023-03-01 00:05:00,1.0443223320333803,2
6,2023-03-01 00:06:00,4.192197506974644,2
7,2023-03-01 00:07:00,3.1895117446505488,2
8,2023-03-01 00:08:00,-1.425814073606417,2
9,2023-03-01 00:09:00,1.7671894182751755,2
10,2023-03-01 00:10:00,3.161220557049189,2
11,2023-03-01 00:11:00,2.1031194715077675,2
12,2023-03-01 00:12:00,-0.4689700712312312,2
13,2023-03-01 00:13:00,2.999031337523678,2
14,2023-03-01 00:14:00,3.808564598031545,2
15,2023-03-01 00:15:00,2.6360047999963285,2
16,2023-03-01 00:16:00,1.241031728375889,2
17,2023-03-01 00:17:00,4.128307035276759,2
18,2023-03-01 00:18:00,3.9886265362800817,2
19,2023-03-01 00:19:00,3.02093493281577,2
20,2023-03-01 00:20:00,0.8469660973893509,2
21,2023-03-01 00:21:00,4.524286595078298,2
22,2023-03-01 00:22:00,-0.4837519440209084,2
23,2023-03-01 00:23:00,2.046016916360472,2
24,2023-03-01 00:24:00,4.641795812273653,2
25,2023-03-01 00:25:00,-2.6058904948521047,2
26,2023-03-01 00:26:00,-1.4653585658763877,2
27,2023-03-01 00:27:00,-2.962559489492802,2
28,2023-03-01 00:28:00,-4.522107755585286,2
29,2023-03-01 00:29:00,3.874461602824757,2
30,2023-03-01 00:30:00,1.9493978426438288,2
31,2023-03-01 00:31:00,-3.744917532434574,2
32,2023-03-01 00:32:00,-3.4503154858731424,2
33,2023-03-01 00:33:00,-1.841784653146592,2
34,2023-03-01 00:34:00,3.874312040562426,2
35,2023-03-01 00:35:00,1.2618651590593597,2
36,2023-03-01 00:36:00,-1.8009163920859117,2
37,2023-03-01 00:37:00,-2.470988114194893,2
38,2023-03-01 00:38:00,1.139199906521938,2
39,2023-03-01 00:39:00,-0.0295467715754664,2
40,2023-03-01 00:40:00,-1.5627016309607242,2
41,2023-03-01 00:41:00,1.47267242835696,2
42,2023-03-01 00:42:00,-0.2188998143186342,2
43,2023-03-01 00:43:00,2.054688961245831,2
44,2023-03-01 00:44:00,0.8694568721695495,2
45,2023-03-01 00:45:00,4.40487637484593,2
46,2023-03-01 00:46:00,-0.2220031943213909,2
47,2023-03-01 00:47:00,3.4570765894153226,2
48,2023-03-01 00:48:00,-1.0978423369123282,2
49,2023-03-01 00:49:00,1.385582460587731,2
50,2023-03-01 00:50:00,1.945364332715116,2
51,2023-03-01 00:51:00,-4.014977597995078,2
52,2023-03-01 00:52:00,4.031147285398889,2
53,2023-03-01 00:53:00,1.0218167029741263,2
54,2023-03-01 00:54:00,-2.71191426842321,2
55,2023-03-01 00:55:00,-1.8704415597651411,2
56,2023-03-01 00:56:00,2.116916339019421,2
57,2023-03-01 00:57:00,-0.5335114268490031,2
58,2023-03-01 00:58:00,1.980821608848484,2
59,2023-03-01 00:59:00,-1.2165662438164713,2
60,2023-03-01 01:00:00,-3.782469109032257,2
61,2023-03-01 01:01:00,0.2638776991685141,2
62,2023-03-01 01:02:00,3.4976184909372723,2
63,2023-03-01 01:03:00,-0.8397364208839804,2
64,2023-03-01 01:04:00,3.562762472722232,2
65,2023-03-01 01:05:00,0.1800833326719795,2
66,2023-03-01 01:06:00,-4.385272944470923,2
67,2023-03-01 01:07:00,4.140856459477897,2
68,2023-03-01 01:08:00,-1.5095308179695022,2
69,2023-03-01 01:09:00,-0.7848570046777406,2
70,2023-03-01 01:10:00,-1.5720381639588288,2
71,2023-03-01 01:11:00,0.9395702958492222,2
72,2023-03-01 01:12:00,2.1384057317456087,2
73,2023-03-01 01:13:00,0.8826052619118361,2
74,2023-03-01 01:14:00,-4.535884844222494,2
